item_id,supplier_id,avg_unit_price,avg_delivery_days,rating,defect_rate,chosen
1074,2041,3.73,5,3.82,0.043,0
1023,2017,5.8,2,4.02,0.031,0
1071,2079,5.2,4,4.58,0.03,0
1023,2089,5.53,3,3.69,0.031,0
1099,2089,6.12,5,4.47,0.057,0
1074,2007,5.63,4,4.67,0.026,0
1074,2063,6.09,3,4.37,0.042,0
1023,2061,6.58,4,4.73,0.028,0
1051,2089,4.48,3,4.33,0.0,0
1092,2001,7.0,4,3.99,0.0,0
1052,2061,4.94,3,3.75,0.017,0
1086,2001,4.96,3,4.49,0.015,0
1099,2059,5.23,5,4.18,0.037,0
1082,2083,5.44,4,4.17,0.019,0
1074,2043,5.23,3,4.97,0.046,0
1060,2091,2.82,2,4.13,0.022,1
1071,2091,4.73,4,4.36,0.036,0
1092,2046,7.17,2,4.25,0.018,0
1021,2059,7.15,1,3.12,0.036,0
1029,2063,6.69,4,3.8,0.06,0
1060,2075,3.15,5,3.65,0.023,0
1074,2061,5.96,2,4.93,0.023,0
1002,2058,5.21,5,3.8,0.051,0
1082,2088,7.46,3,4.88,0.0,0
1087,2063,5.58,2,4.67,0.047,0
1001,2088,8.12,5,4.12,0.008,0
1074,2090,5.85,3,4.98,0.0,0
1074,2017,8.28,4,3.79,0.045,0
1074,2077,6.95,4,3.32,0.024,0
1087,2021,6.56,4,4.12,0.056,0
1021,2032,6.11,4,3.99,0.02,0
1060,2080,2.45,3,4.67,0.026,1
1086,2043,5.67,5,4.39,0.039,0
1023,2008,2.96,3,5.0,0.032,1
1099,2075,7.85,3,4.32,0.022,0
1023,2001,5.89,4,4.5,0.051,0
1074,2013,4.98,3,3.32,0.043,0
1071,2038,5.26,3,4.1,0.029,0
1099,2043,4.65,3,4.32,0.04,0
1074,2052,3.84,3,4.1,0.03,0
1023,2091,4.81,4,3.37,0.0,0
1099,2057,5.29,3,4.64,0.053,0
1086,2017,5.35,2,4.73,0.034,0
1051,2083,2.77,2,4.96,0.057,1
1087,2061,1.22,2,4.77,0.03,1
1037,2059,6.05,3,4.53,0.03,0
1014,2091,4.34,5,4.3,0.043,0
1021,2007,5.24,3,5.0,0.037,0
1074,2059,4.47,5,3.54,0.075,0
1002,2021,4.73,2,5.0,0.021,1
1060,2059,5.36,4,4.79,0.036,0
1092,2046,4.03,4,3.99,0.035,0
1052,2021,7.44,4,4.3,0.045,0
1071,2079,6.22,2,4.22,0.081,0
1087,2088,6.82,3,3.9,0.017,0
1023,2038,6.3,5,4.49,0.033,0
1099,2070,4.33,4,3.79,0.0,0
1087,2006,7.46,2,4.04,0.043,0
1029,2077,7.15,4,3.6,0.024,0
1060,2006,3.98,3,4.82,0.0,1
1071,2003,4.38,3,3.57,0.042,0
1037,2006,2.88,2,4.63,0.06,1
1074,2059,4.89,2,3.85,0.05,0
1099,2091,5.17,3,4.36,0.029,0
1021,2072,7.32,3,3.77,0.002,0
1086,2063,4.19,2,4.31,0.03,1
1071,2043,3.38,4,4.96,0.037,0
1099,2013,1.18,5,4.57,0.069,0
1099,2020,6.64,5,4.3,0.025,0
1023,2061,5.56,3,4.42,0.0,0
1082,2021,5.06,5,4.25,0.065,0
1021,2075,4.6,5,3.76,0.049,0
1082,2059,5.35,3,2.91,0.025,0
1037,2063,5.32,4,4.98,0.071,0
1092,2050,6.87,3,4.05,0.045,0
1086,2088,5.78,5,5.0,0.075,0
1029,2091,7.24,4,4.87,0.063,0
1014,2080,4.78,3,3.82,0.012,0
1087,2091,2.93,4,3.7,0.014,0
1029,2091,6.05,4,4.41,0.057,0
1086,2050,6.3,5,4.24,0.062,0
1060,2001,5.54,4,4.93,0.013,0
1051,2061,8.04,3,3.59,0.043,0
1060,2088,4.43,6,3.98,0.036,0
1087,2014,2.86,4,3.81,0.044,0
1020,2021,4.36,1,4.27,0.032,1
1051,2088,6.32,5,5.0,0.047,0
1051,2054,5.42,2,4.3,0.034,0
1086,2052,4.7,4,4.76,0.014,0
1087,2063,3.75,3,3.89,0.0,0
1020,2014,3.51,2,4.8,0.064,1
1092,2088,3.36,4,4.64,0.0,0
1002,2059,5.24,6,4.54,0.025,0
1071,2077,4.16,1,4.44,0.069,1
1014,2017,3.78,2,3.87,0.048,0
1021,2035,4.36,3,4.21,0.035,0
1099,2088,2.92,3,3.95,0.017,1
1029,2057,3.47,4,3.88,0.0,0
1021,2088,5.4,4,3.8,0.019,0
1086,2083,4.03,3,4.75,0.028,0
1092,2034,6.26,3,4.01,0.049,0
1001,2046,3.79,5,3.89,0.024,0
1021,2059,7.51,3,4.27,0.042,0
1051,2020,5.34,4,4.17,0.004,0
1052,2050,5.52,3,4.59,0.057,0
1002,2043,2.29,5,3.99,0.027,0
1071,2003,3.63,4,4.23,0.052,0
1021,2032,3.89,5,4.53,0.032,0
1014,2061,4.73,3,4.08,0.033,0
1037,2048,4.69,3,4.29,0.013,0
1014,2088,5.48,3,4.55,0.05,0
1074,2083,6.48,4,4.42,0.024,0
1029,2008,6.02,4,3.42,0.038,0
1087,2002,7.05,3,3.91,0.022,0
1037,2059,2.74,4,4.21,0.034,0
1074,2038,5.62,3,4.34,0.039,0
1001,2001,4.27,4,4.24,0.017,0
1002,2057,5.42,3,4.55,0.025,0
1071,2059,3.07,4,4.31,0.008,0
1087,2034,6.13,4,3.77,0.017,0
1082,2020,4.79,3,4.52,0.033,0
1021,2059,3.36,3,4.79,0.061,0
1002,2050,5.81,3,3.98,0.041,0
1021,2050,5.11,2,4.72,0.057,0
1002,2034,6.11,2,3.88,0.0,0
1071,2061,7.39,3,5.0,0.069,0
1002,2061,3.64,3,4.43,0.0,1
1074,2063,4.34,3,5.0,0.033,0
1060,2043,4.57,3,4.65,0.02,0
1052,2032,4.92,3,3.44,0.01,0
1014,2075,4.25,3,4.09,0.028,0
1014,2020,4.27,5,4.67,0.027,0
1071,2077,5.38,3,2.78,0.03,0
1099,2088,5.46,2,4.45,0.024,0
1087,2020,5.51,3,4.83,0.035,0
1029,2008,6.5,5,3.64,0.015,0
1087,2050,5.68,3,4.08,0.056,0
1071,2006,4.53,3,3.78,0.074,0
1099,2070,4.73,2,3.32,0.018,0
1002,2034,4.71,4,4.63,0.03,0
1092,2061,4.32,4,3.33,0.07,0
1037,2046,5.98,4,3.66,0.056,0
1099,2057,4.31,3,4.18,0.029,0
1029,2088,3.38,3,3.71,0.011,0
1082,2048,4.42,2,3.85,0.051,0
1052,2059,6.23,2,4.68,0.0,0
1071,2054,8.64,5,3.92,0.038,0
1087,2063,2.9,4,4.11,0.013,0
1071,2080,4.3,3,3.63,0.013,0
1074,2089,2.84,4,3.73,0.006,0
1086,2020,6.26,4,4.6,0.048,0
1087,2035,7.91,3,3.47,0.035,0
1037,2083,4.0,3,4.25,0.047,0
1087,2063,3.75,5,3.71,0.025,0
1037,2070,5.58,3,3.31,0.049,0
1074,2063,4.06,4,3.57,0.008,0
1020,2061,6.29,4,3.98,0.037,0
1074,2050,3.57,4,4.26,0.023,0
1099,2001,3.75,4,4.17,0.021,0
1020,2048,3.45,4,3.97,0.009,0
1029,2070,5.07,5,4.02,0.06,0
1023,2032,8.17,3,4.2,0.072,0
1060,2077,4.82,4,3.36,0.019,0
1051,2075,5.83,6,4.1,0.0,0
1001,2091,2.89,3,4.79,0.043,1
1023,2006,5.69,5,3.84,0.03,0
1021,2050,4.22,3,3.7,0.023,0
1020,2063,4.96,3,4.12,0.038,0
1074,2034,6.86,5,4.58,0.005,0
1087,2035,4.46,3,3.87,0.037,0
1029,2001,2.61,5,4.8,0.04,0
1014,2020,4.91,5,4.54,0.052,0
1060,2090,4.91,5,4.78,0.04,0
1037,2020,6.88,3,3.62,0.036,0
1014,2061,4.91,3,4.81,0.033,0
1021,2070,5.4,3,4.64,0.044,0
1002,2003,6.31,3,4.85,0.067,0
1037,2072,6.26,3,3.8,0.022,0
1002,2061,4.15,3,4.52,0.036,0
1082,2080,5.3,3,4.16,0.046,0
1001,2021,1.98,3,4.34,0.046,1
1099,2020,3.48,2,4.49,0.0,1
1071,2061,7.0,4,4.98,0.008,0
1029,2003,4.35,1,3.8,0.026,1
1001,2070,2.06,3,3.21,0.025,1
1074,2059,6.72,3,5.0,0.046,0
1086,2050,7.02,3,3.81,0.037,0
1037,2020,2.63,4,4.04,0.057,0
1051,2091,6.02,5,3.82,0.051,0
1074,2091,7.17,3,3.83,0.016,0
1060,2080,6.86,6,3.71,0.009,0
1074,2061,6.38,3,4.71,0.039,0
1087,2021,4.96,4,4.39,0.026,0
1051,2003,2.37,4,4.99,0.0,1
1002,2058,3.55,4,4.22,0.038,0
1060,2002,3.95,5,4.22,0.044,0
1087,2046,5.48,4,4.51,0.034,0
1086,2088,3.21,5,4.61,0.0,0
1087,2070,4.02,5,3.29,0.049,0
1099,2032,4.79,5,4.2,0.016,0
1023,2077,5.46,3,3.79,0.074,0
1092,2020,3.54,1,4.99,0.018,1
1051,2038,4.55,3,3.92,0.015,0
1014,2061,3.5,4,4.0,0.045,0
1029,2020,5.72,3,4.25,0.022,0
1029,2050,3.51,4,4.14,0.022,0
1002,2061,3.72,2,5.0,0.037,1
1071,2050,3.36,4,4.73,0.033,0
1051,2061,7.06,2,3.2,0.035,0
1020,2083,5.41,1,3.89,0.01,0
1021,2007,2.91,2,4.5,0.01,1
1099,2075,3.53,2,4.83,0.039,1
1002,2057,1.26,3,4.46,0.056,1
1086,2020,6.26,3,3.23,0.047,0
1029,2050,4.55,4,4.11,0.003,0
1001,2075,5.55,4,3.99,0.039,0
1023,2046,2.94,3,4.21,0.0,1
1087,2059,4.91,4,4.05,0.029,0
1087,2035,5.84,3,4.05,0.006,0
1020,2032,4.98,3,4.45,0.041,0
1001,2091,6.19,3,3.11,0.045,0
1071,2059,5.65,3,4.48,0.001,0
1001,2041,6.55,3,3.79,0.018,0
1099,2054,4.65,3,4.22,0.021,0
1060,2079,5.3,4,3.88,0.014,0
1071,2048,5.91,4,4.23,0.048,0
1074,2041,2.06,3,3.62,0.075,0
1020,2001,6.07,3,4.59,0.052,0
1060,2080,6.66,4,4.07,0.02,0
1014,2058,3.56,4,4.12,0.022,0
1052,2038,4.29,5,4.68,0.067,0
1029,2080,5.79,4,4.19,0.01,0
1029,2072,3.11,4,3.73,0.034,0
1029,2059,6.67,3,5.0,0.01,0
1037,2061,6.49,4,4.8,0.008,0
1087,2048,8.46,3,4.54,0.059,0
1021,2032,4.09,4,3.81,0.058,0
1052,2072,3.86,4,4.35,0.046,0
1074,2061,7.95,3,4.77,0.069,0
1029,2020,5.25,3,3.33,0.068,0
1099,2088,4.63,2,3.52,0.01,0
1014,2046,6.38,5,4.53,0.033,0
1021,2072,3.13,3,3.65,0.041,0
1092,2020,3.41,3,4.11,0.0,1
1099,2061,5.07,3,4.79,0.014,0
1014,2059,3.05,3,3.65,0.031,0
1014,2083,2.21,3,3.74,0.041,1
1037,2088,3.78,2,4.1,0.036,1
1023,2038,4.59,3,3.86,0.032,0
1029,2008,3.67,3,4.58,0.004,1
1092,2072,4.93,2,4.31,0.01,0
1029,2059,6.53,2,4.42,0.054,0
1082,2061,3.45,3,3.73,0.02,0
1037,2017,5.78,3,3.64,0.0,0
1001,2048,7.4,5,4.48,0.014,0
1092,2072,6.12,4,4.07,0.031,0
1071,2050,6.85,2,4.7,0.024,0
1014,2088,3.33,2,3.77,0.006,1
1020,2059,7.66,4,4.73,0.041,0
1086,2046,5.09,4,4.0,0.024,0
1021,2072,2.89,5,3.29,0.009,0
1001,2059,8.02,4,4.29,0.043,0
1037,2090,2.69,2,3.98,0.012,1
1099,2063,4.89,4,4.89,0.046,0
1074,2002,3.51,3,3.88,0.01,0
1002,2035,3.13,5,4.21,0.026,0
1087,2043,5.73,4,4.76,0.015,0
1037,2020,5.6,3,4.1,0.031,0
1087,2032,5.23,4,4.6,0.018,0
1087,2057,5.27,3,5.0,0.012,0
1087,2043,3.95,4,3.99,0.048,0
1023,2061,5.23,3,3.82,0.014,0
1074,2034,4.41,3,3.78,0.028,0
1037,2048,3.36,4,4.67,0.016,0
1087,2075,3.86,4,4.83,0.06,0
1029,2070,2.9,5,4.17,0.029,0
1060,2054,5.76,3,4.75,0.058,0
1074,2059,7.19,2,4.09,0.0,0
1023,2088,3.85,1,4.43,0.034,1
1037,2046,4.35,3,4.36,0.01,0
1014,2046,3.38,2,4.1,0.018,1
1087,2002,4.42,4,4.68,0.059,0
1087,2088,5.09,4,4.29,0.0,0
1001,2075,4.45,3,3.94,0.029,0
1002,2088,4.67,3,4.12,0.017,0
1099,2063,1.07,2,4.24,0.052,1
1099,2046,1.36,3,4.42,0.048,1
1020,2091,4.37,3,4.81,0.046,0
1087,2035,6.29,3,4.76,0.0,0
1052,2041,6.7,3,4.26,0.011,0
1086,2088,2.28,4,4.48,0.044,0
1060,2032,5.89,4,3.74,0.045,0
1074,2057,3.45,5,4.16,0.029,0
1001,2035,6.3,5,4.59,0.014,0
1087,2077,6.14,3,4.59,0.001,0
1001,2059,4.86,3,4.63,0.052,0
1087,2035,5.3,4,4.55,0.052,0
1037,2088,5.06,3,4.52,0.0,0
1037,2002,6.36,3,4.08,0.048,0
1060,2090,4.38,4,4.77,0.032,0
1020,2007,5.47,3,4.26,0.008,0
1037,2090,4.56,2,3.75,0.0,0
1021,2059,5.4,5,3.97,0.049,0
1002,2063,6.69,2,3.71,0.05,0
1086,2072,4.86,2,3.88,0.038,0
1037,2061,3.81,1,4.04,0.025,1
1021,2059,5.01,5,4.23,0.035,0
1087,2079,6.58,4,5.0,0.005,0
1074,2017,3.6,4,4.83,0.026,0
1082,2063,3.48,5,3.8,0.037,0
1029,2072,6.97,3,3.89,0.019,0
1021,2035,6.35,5,4.22,0.068,0
1074,2035,5.05,5,3.98,0.077,0
1023,2088,7.36,3,4.92,0.058,0
1001,2006,7.33,1,4.56,0.041,0
1020,2041,5.71,4,4.32,0.056,0
1037,2088,5.81,4,4.77,0.038,0
1074,2020,5.77,5,3.98,0.0,0
1052,2063,5.11,4,4.56,0.032,0
1087,2057,6.13,6,4.6,0.05,0
1001,2021,4.81,2,3.05,0.02,0
1074,2075,1.13,4,4.01,0.004,1
1020,2061,5.2,3,4.43,0.044,0
1021,2088,3.95,3,4.31,0.002,0
1060,2020,5.32,2,4.48,0.021,0
1014,2059,2.85,3,3.93,0.051,0
1021,2054,5.26,3,5.0,0.043,0
1051,2006,4.5,2,3.99,0.026,0
1092,2050,5.55,4,4.6,0.0,0
1001,2063,5.31,3,5.0,0.031,0
1086,2002,4.07,4,4.2,0.0,0
1014,2063,5.61,3,4.19,0.013,0
1086,2063,3.36,4,4.75,0.038,0
1087,2057,2.28,4,3.3,0.017,0
1087,2048,6.3,4,4.43,0.056,0
1060,2059,5.84,1,4.02,0.029,0
1074,2017,4.76,3,3.68,0.078,0
1060,2080,4.42,6,3.63,0.043,0
1052,2072,5.34,3,3.97,0.03,0
1037,2001,3.73,3,3.02,0.044,0
1014,2063,6.84,4,5.0,0.044,0
1074,2091,6.71,5,2.82,0.038,0
1060,2008,2.93,2,3.7,0.024,1
1037,2059,5.98,4,4.19,0.044,0
1002,2021,6.18,4,3.34,0.015,0
1074,2079,5.04,4,3.54,0.03,0
1074,2021,2.65,5,4.32,0.003,0
1092,2079,2.97,4,4.89,0.008,1
1002,2091,6.18,3,4.61,0.044,0
1037,2038,5.23,2,4.54,0.04,0
1014,2021,5.62,4,3.76,0.052,0
1052,2001,6.35,2,4.86,0.033,0
1087,2063,5.19,3,4.16,0.057,0
1001,2089,6.55,5,4.29,0.048,0
1086,2046,3.75,4,4.12,0.0,0
1060,2061,2.62,3,4.41,0.017,1
1002,2001,4.11,4,3.92,0.057,0
1037,2054,6.75,4,4.58,0.042,0
1086,2089,4.63,4,4.7,0.011,0
1002,2058,5.23,4,4.62,0.021,0
1014,2059,4.1,4,4.79,0.006,0
1099,2032,3.46,3,4.03,0.0,1
1001,2013,7.25,3,4.06,0.062,0
1001,2088,6.08,3,4.28,0.029,0
1087,2063,7.17,3,3.48,0.0,0
1023,2017,7.21,3,4.54,0.031,0
1092,2091,4.38,3,4.99,0.001,1
1023,2063,4.42,4,3.56,0.056,0
1074,2077,6.34,4,3.95,0.002,0
1051,2054,6.06,6,4.27,0.0,0
1014,2054,5.69,4,3.74,0.017,0
1086,2034,3.88,3,4.11,0.013,0
1071,2035,3.15,4,4.11,0.021,0
1029,2077,5.12,2,4.33,0.022,0
1087,2088,5.36,4,4.77,0.032,0
1092,2054,6.6,3,4.06,0.028,0
1087,2050,6.16,4,4.27,0.005,0
1020,2035,5.92,3,3.74,0.007,0
1021,2007,4.88,5,3.72,0.064,0
1052,2091,6.36,2,4.01,0.009,0
1020,2088,6.0,3,3.39,0.023,0
1014,2046,6.75,3,4.4,0.039,0
1021,2059,2.73,3,4.2,0.019,1
1074,2041,7.56,2,3.75,0.036,0
1092,2041,4.06,1,5.0,0.009,1
1092,2061,5.84,2,3.77,0.0,0
1074,2088,3.89,3,4.13,0.023,0
1023,2013,2.84,3,4.92,0.057,1
1052,2014,5.68,4,5.0,0.041,0
1092,2080,5.97,2,3.64,0.029,0
1082,2061,3.79,3,3.76,0.002,0
1099,2035,3.81,4,5.0,0.046,0
1092,2059,5.95,2,4.26,0.029,0
1087,2061,5.44,3,5.0,0.031,0
1071,2063,5.23,2,4.15,0.053,0
1002,2050,5.83,1,3.98,0.065,0
1021,2002,4.77,4,5.0,0.027,0
1087,2058,6.19,4,4.51,0.038,0
1052,2007,4.18,3,3.77,0.0,0
1052,2063,6.87,4,4.8,0.061,0
1001,2061,5.08,2,4.1,0.017,0
1014,2034,2.03,3,4.16,0.017,1
1002,2075,3.84,2,4.3,0.067,0
1002,2001,6.92,4,4.54,0.027,0
1020,2013,2.29,3,3.72,0.033,1
1074,2061,6.85,5,4.23,0.0,0
1071,2075,5.09,4,4.54,0.03,0
1087,2070,5.1,3,4.04,0.04,0
1074,2046,1.99,3,4.54,0.063,1
1021,2001,4.4,5,5.0,0.022,0
1002,2090,4.16,3,4.16,0.052,0
1021,2054,3.84,5,3.8,0.005,0
1021,2059,5.79,5,4.29,0.039,0
1099,2083,7.93,5,4.22,0.021,0
1002,2061,6.64,4,4.41,0.023,0
1092,2032,4.89,3,4.04,0.018,0
1023,2063,5.4,3,4.29,0.0,0
1001,2077,4.1,5,3.75,0.042,0
1020,2063,3.77,4,4.05,0.023,0
1060,2001,5.08,2,4.69,0.056,0
1021,2059,4.46,4,4.59,0.028,0
1060,2032,3.34,5,4.0,0.018,0
1086,2035,7.46,4,4.33,0.011,0
1099,2063,6.2,6,4.64,0.04,0
1023,2089,6.08,3,4.03,0.023,0
1092,2001,4.14,3,4.02,0.025,0
1060,2043,4.59,4,4.24,0.033,0
1021,2063,7.28,4,5.0,0.037,0
1099,2072,4.33,5,4.16,0.0,0
1014,2089,4.99,3,5.0,0.012,0
1060,2059,4.5,5,4.4,0.027,0
1099,2050,3.87,4,4.19,0.015,0
1087,2059,3.93,3,3.7,0.049,0
1074,2079,6.2,4,4.2,0.025,0
1071,2063,4.66,5,3.29,0.02,0
1020,2003,3.67,5,3.96,0.0,0
1001,2002,5.34,3,3.92,0.017,0
1087,2021,3.95,4,4.31,0.026,0
1074,2035,3.35,3,4.33,0.036,0
1074,2046,5.24,3,3.0,0.066,0
1021,2091,3.04,2,4.27,0.0,1
1037,2061,3.79,4,5.0,0.038,0
1052,2041,4.34,3,3.3,0.021,0
1071,2088,4.33,4,5.0,0.0,0
1014,2072,4.39,2,3.95,0.013,0
1020,2046,2.76,4,4.33,0.046,0
1021,2075,4.2,3,5.0,0.03,0
1087,2070,6.21,3,4.56,0.019,0
1099,2046,2.16,3,3.96,0.0,1
1014,2008,5.29,3,5.0,0.001,0
1087,2061,3.18,4,4.13,0.047,0
1074,2090,5.57,3,3.51,0.051,0
1020,2063,3.07,4,4.66,0.027,0
1001,2059,4.54,3,4.43,0.0,0
1071,2041,6.07,4,4.09,0.035,0
1060,2079,2.94,1,4.43,0.056,1
1052,2063,2.39,2,4.58,0.037,1
1099,2008,9.44,5,4.62,0.015,0
1029,2063,5.79,5,4.12,0.028,0
1021,2008,5.21,3,4.33,0.035,0
1060,2083,7.22,3,4.54,0.027,0
1014,2032,5.96,3,4.49,0.045,0
1074,2050,3.4,5,4.12,0.021,0
1052,2059,3.93,4,4.2,0.037,0
1002,2035,5.59,4,5.0,0.031,0
1002,2089,3.9,1,3.6,0.055,1
1014,2088,6.08,2,5.0,0.037,0
1087,2059,5.69,6,5.0,0.046,0
1014,2072,6.24,4,4.08,0.036,0
1021,2043,5.86,3,3.72,0.025,0
1001,2054,3.52,4,3.31,0.037,0
1060,2035,2.55,3,4.45,0.046,1
1087,2091,6.01,4,3.64,0.05,0
1029,2058,3.36,5,4.51,0.057,0
1060,2020,5.04,3,3.55,0.006,0
1001,2020,2.54,4,4.73,0.041,0
1071,2059,4.95,6,4.15,0.034,0
1060,2046,4.93,3,4.52,0.017,0
1020,2090,3.95,4,3.95,0.033,0
1087,2046,4.49,3,3.86,0.017,0
1086,2054,3.77,4,4.29,0.048,0
1001,2061,6.54,3,4.64,0.03,0
1014,2014,4.76,5,4.48,0.023,0
1082,2091,5.73,2,4.32,0.0,0
1087,2061,3.52,4,2.86,0.066,0
1060,2091,6.25,2,5.0,0.083,0
1074,2083,4.73,3,5.0,0.023,0
1087,2075,5.24,5,4.12,0.025,0
1001,2059,3.09,3,4.07,0.005,1
1020,2052,3.28,4,3.28,0.012,0
1029,2048,7.92,3,3.96,0.023,0
1020,2070,4.5,4,4.45,0.022,0
1037,2034,4.68,5,3.44,0.029,0
1037,2050,5.2,3,4.14,0.012,0
1029,2059,5.96,2,4.73,0.029,0
1051,2075,4.33,2,4.72,0.017,1
1092,2059,3.25,5,3.75,0.028,0
1029,2014,6.23,4,5.0,0.013,0
1082,2035,4.68,3,4.51,0.056,0
1029,2006,5.11,3,3.46,0.032,0
1037,2091,4.02,4,4.0,0.025,0
1051,2003,2.81,2,5.0,0.033,1
1087,2061,5.61,3,4.64,0.044,0
1074,2017,3.8,2,3.83,0.029,0
1086,2043,5.25,4,4.85,0.016,0
1023,2046,3.37,4,3.35,0.044,0
1021,2032,5.15,3,4.0,0.048,0
1092,2090,6.32,3,4.5,0.047,0
1021,2006,5.5,3,4.39,0.009,0
1052,2038,5.11,3,4.01,0.0,0
1082,2050,3.46,3,4.65,0.036,0
1037,2048,6.41,5,4.36,0.033,0
1087,2046,3.54,5,3.49,0.032,0
1087,2034,6.25,4,3.62,0.022,0
1099,2050,3.8,2,4.27,0.016,1
1060,2080,7.26,4,4.22,0.021,0
1099,2088,5.17,3,4.23,0.068,0
1087,2057,3.4,3,4.55,0.022,1
1087,2079,7.37,4,3.84,0.034,0
1021,2021,3.94,3,4.13,0.055,0
1074,2072,6.12,3,4.59,0.035,0
1086,2048,3.25,3,4.16,0.045,0
1071,2020,4.15,3,4.18,0.017,0
1074,2002,4.51,3,4.01,0.049,0
1037,2006,7.12,4,3.31,0.017,0
1086,2090,4.73,2,3.76,0.026,0
1087,2089,4.33,4,3.51,0.021,0
1087,2041,5.23,4,4.42,0.038,0
1020,2003,4.39,4,3.8,0.025,0
1001,2038,3.42,5,4.06,0.051,0
1052,2046,5.47,3,4.33,0.046,0
1052,2063,4.88,4,3.92,0.03,0
1014,2050,5.36,3,3.66,0.056,0
1001,2038,5.91,3,4.31,0.0,0
1086,2091,2.03,5,4.31,0.029,0
1029,2054,5.35,7,4.63,0.009,0
1092,2020,2.48,5,4.63,0.042,0
1074,2003,3.78,4,3.84,0.043,0
1037,2059,6.47,3,4.77,0.032,0
1052,2061,5.74,2,4.32,0.016,0
1087,2001,5.71,5,4.34,0.012,0
1071,2020,5.94,4,5.0,0.035,0
1060,2014,4.12,4,4.14,0.032,0
1099,2080,3.61,3,4.22,0.027,0
1023,2063,4.11,4,3.74,0.007,0
1092,2050,6.06,4,3.55,0.0,0
1092,2089,3.49,3,4.78,0.027,1
1087,2041,3.85,4,4.14,0.002,0
1099,2008,2.94,2,5.0,0.047,1
1074,2032,4.11,5,3.92,0.052,0
1023,2088,5.12,3,4.54,0.033,0
1021,2080,5.6,4,4.3,0.046,0
1087,2061,8.88,5,4.31,0.024,0
1037,2043,4.7,2,4.53,0.01,1
1037,2021,4.44,4,4.08,0.02,0
1060,2057,3.2,5,3.78,0.018,0
1023,2063,2.31,3,4.03,0.034,1
1087,2008,3.24,4,3.28,0.028,0
1099,2080,5.17,4,4.28,0.046,0
1060,2041,6.99,3,3.72,0.041,0
1037,2088,4.58,5,3.9,0.013,0
1023,2088,5.22,2,3.97,0.023,0
1092,2059,5.33,3,3.76,0.053,0
1092,2088,4.98,4,3.93,0.029,0
1087,2017,5.32,5,4.09,0.027,0
1001,2038,6.65,3,4.34,0.05,0
1060,2001,4.14,4,5.0,0.048,0
1001,2088,5.43,3,3.9,0.01,0
1087,2083,7.26,5,3.87,0.037,0
1087,2090,5.17,5,4.39,0.03,0
1023,2083,4.19,4,4.03,0.034,0
1074,2052,4.89,3,3.71,0.04,0
1087,2088,5.06,5,3.68,0.043,0
1001,2013,4.88,6,4.47,0.036,0
1052,2046,4.88,3,4.36,0.002,0
1029,2046,3.0,5,3.32,0.024,0
1052,2063,3.43,3,4.29,0.05,0
1099,2050,6.83,3,3.97,0.111,0
1071,2006,4.62,3,3.84,0.025,0
1029,2046,4.41,3,4.19,0.029,0
1051,2001,3.57,4,4.26,0.04,0
1052,2014,2.43,4,3.21,0.026,0
1029,2089,5.99,5,4.37,0.044,0
1086,2034,4.55,3,5.0,0.047,0
1092,2052,3.24,2,3.97,0.054,1
1052,2090,5.07,1,4.11,0.03,0
1001,2091,1.38,4,3.69,0.0,1
1037,2035,7.41,2,3.87,0.016,0
1023,2048,5.0,5,3.6,0.024,0
1086,2059,5.18,3,4.04,0.042,0
1029,2007,3.87,3,3.98,0.028,0
1071,2041,5.36,4,5.0,0.0,0
1051,2072,4.75,2,4.01,0.048,0
1087,2006,6.8,5,4.82,0.027,0
1060,2006,7.1,5,4.27,0.054,0
1082,2006,5.06,5,4.12,0.018,0
1001,2035,3.32,3,4.24,0.011,1
1037,2017,4.62,3,3.66,0.051,0
1092,2046,6.82,5,4.16,0.03,0
1060,2059,3.41,4,4.28,0.087,0
1082,2008,6.63,4,4.18,0.05,0
1087,2070,3.63,5,3.66,0.019,0
1052,2059,2.24,4,4.32,0.019,1
1023,2061,3.61,5,4.13,0.015,0
1020,2038,7.88,3,4.77,0.007,0
1087,2050,4.47,4,4.17,0.035,0
1087,2054,4.19,2,4.93,0.02,1
1074,2083,5.43,4,4.35,0.016,0
1052,2041,6.74,4,4.3,0.034,0
1086,2061,7.52,3,4.41,0.019,0
1087,2046,2.1,2,3.69,0.017,1
1086,2046,8.26,4,4.59,0.017,0
1074,2046,5.09,6,3.59,0.039,0
1082,2007,7.42,4,5.0,0.034,0
1052,2061,5.91,4,4.47,0.012,0
1052,2054,6.19,4,4.23,0.065,0
1087,2034,4.6,5,4.85,0.047,0
1074,2061,3.55,4,5.0,0.0,0
1071,2089,4.72,5,4.14,0.046,0
1087,2002,7.11,4,4.45,0.032,0
1023,2054,5.45,6,4.17,0.023,0
1060,2061,6.56,3,3.89,0.018,0
1092,2061,4.62,3,4.55,0.023,0
1014,2054,6.11,4,3.87,0.047,0
1021,2059,6.4,2,4.35,0.02,0
1074,2077,6.95,3,3.53,0.029,0
1052,2091,3.65,4,3.8,0.03,0
1082,2013,7.32,5,4.44,0.027,0
1074,2008,5.57,4,3.71,0.047,0
1074,2088,3.35,4,3.65,0.069,0
1071,2083,6.15,2,4.2,0.02,0
1029,2079,4.04,4,3.74,0.045,0
1086,2020,6.06,4,4.19,0.043,0
1001,2059,6.19,4,3.54,0.014,0
